Article IDs,Titles,Links,Contents,Gold Labels
333,بھارتی اداکارہ کا مدینہ منورہ میں نکاح,https://jang.com.pk/news/1407797,بھارتی اداکارہ سوشل میڈیا پرسنالیٹی ثناء سلطان نکاح تقریب مدینہ منورہ میں ہوئی، جس تصاویر بھی سامنے آگئی ہیں۔ بگ باس او ٹی ٹی میں شرکت کرکے شہرت حاصل کرنے والی اداکارہ ثناء سلطان نے محمد واجد سے نکاح کر لیا ہے۔ ان نکاح تقریب مدینہ منورہ میں منعقد جو انتہائی نجی تقریب تھی۔ ثناء سلطان نے اپنی شادی تقریب تصاویر اپنے انسٹاگرام اکاؤنٹ شیئرز ہیں۔ اداکارہ نے اپنی پوسٹ میں اپنے شوہر بارے میں زیادہ کچھ نہیں بتایا، مگر ان الفاظ ذریعے اپنی خوشی کا اظہار کیا۔ انہوں نے لکھا الحمداللّٰہ، میں عاجزی خوشی ساتھ شیئر کر مجھے مدینہ جیسی پاکیزہ مقدس جگہ اپنے واجد جی ساتھ نکاح سعادت حاصل ہے۔ اداکارہ نے مزید لکھا دوست سے زندگی ساتھی بننے کا ہمارا سفر محبت، صبر ایمان کا ثبوت ہے۔ ثناء سلطان کو ان دوستوں مداحوں جانب سے مبارکبادیں دینے کا سلسلہ بھی جاری ہے۔,entertainment
334,متھن چکرورتی کی پہلی بیوی ہلینا لیوک امریکا میں انتقال کرگئیں,https://jang.com.pk/news/1407779,بالی ووڈ سینئر اداکار سیاستداں متھن چکرورتی بیوی ہلینا لیوک برس عمر میں امریکا میں انتقال کر گئیں، قریب ذرائع مطابق وہ کافی عرصے سے بیمار تھیں۔ واضح متھن ہلینا شادی میں صرف چار ماہ بعد ہلینا نے متھن چکرورتی کو طلاق تھی۔ ہلینا لیوک، بالی ووڈ سپر اسٹار امتیابھ بچن فلم مرد میں کام وجہ سے کافی معروف ہوئیں، اس فلم میں انھوں نے برطانوی ملکہ کا کردار ادا کیا تھا۔ اسکے علاوہ انھوں نے گلاب، آؤ پیار بھائی آخر بھائی ہوتا جیسی فلموں میں کام کیا۔ متھن چکرورتی نے ہلینا سے طلاق بعد اداکارہ یوگیتا بالی سے شادی تھی۔ ہلینا نے پرانے انٹرویو میں متھن سے اپنی شادی بارے میں کہا تھا کاش میری ان سے شادی نہ ہوتی۔ ہلینا مطابق متھن نے ان سے شادی سے قبل ان ذہن میں بٹھایا تھا وہی ان لیے بہتر مرد میری بدقسمتی وہ میرے ذہن میں بات راسخ کرنے میں کامیاب تھے۔,entertainment
335,ذیشان صدیقی نے سلمان خان، شاہ رخ خان سے تعلق کی نوعیت بتادی,https://jang.com.pk/news/1407774,نیشنل کانگریس پارٹی این سی پی ممبئی میں حال قتل رہنما بابا صدیق صاحبزادے ذیشان صدیقی نے بالی ووڈ سپر اسٹارز ساتھ تعلقات نوعیت بتادی۔ بابا صدیق کو سال عمر میں اکتوبر ء کو ممبئی میں قتل کیا گیا، وہ بالی ووڈ سپر اسٹار اداکار سلمان خان بچپن دوست تھے۔ بابا صدیقی قتل بعد پہلے انٹرویو میں ذیشان صدیقی نے بالی ووڈ سپر اسٹار سے تعلقات گفتگو کہا شاہ رخ خان والد صاحب دوست جبکہ سلمان خان فیملی دوست سے بڑھ کر ہیں۔ بھارتی جیل میں قید لارنس بشنوئی گینگ میں کتنے قاتل شوٹر ہیں؟ گینگ کا سربراہ جیل سےاسے کیسے آپریٹ کرتا ہے؟ بھارتی سیاستدان قتل بعد بالی ووڈ اسٹار خاص سلمان خان شاہ رخ خان فوکس میں آگئے ہیں، اس مناسب سے ہونے والی گفتگو میں ذیشان صدیقی نے متعدد بالی ووڈ شخصیات سے تعلق اظہار خیال کیا۔ انہوں نے کہا سلمان خان فیملی دوست سے بڑھ کر ہیں، وہ خاندان کا حصہ ہیں، وہ والد صاحب بچپن قریبی دوست ہیں، میرے لیے وہ چاچا طرح ہیں۔ ذیشان صدیقی نے مزید کہا بابا قتل بعد سلمان خان دن میں یا بار ہم سے بات وہ خاندان خبر گیری رکھتے۔ ان کا کہنا تھا میں سلمان خان کو بھائی صرف ان شخصیت اثر وجہ سے کہتا ہوں، یہی وجہ مجھے انہیں چاچا کہنا عجیب لگتا لیکن میں انہیں عزت چاچا جیسی دیتا ہوں۔ بابا صدیقی صاحبزادے نے بھی کہا شاہ رخ خان ہمارے فیملی فرینڈ ہیں، وہ بابا بھی دوست ہیں۔ کون سا بالی ووڈ اسٹار آپ سیاسی مہم چلاسکتا ہے؟ اس سوال جواب میں ذیشان صدیقی نے وضاحت میرے والد نے ہمیشہ ذاتی سیاسی زندگی کو رکھا، اپنی حیات میں کبھی اسے مکس نہیں ہونے دیا۔ انہوں نے مزید کہا زیادہ بالی ووڈ شخصیات سیاست سے رہتی ہیں، میں کسی کو اس نوعیت تکلیف نہیں دینا چاہوں گا، لیکن اگر سیاسی مہم کا حصہ بننا چاہیے گا وہ اس کا حق ہے۔,entertainment
336,شاہ رخ خان کی تین ماہ سے منت کے باہر بیٹھے فین سے ملاقات,https://jang.com.pk/news/1407771,بالی ووڈ سپر اسٹار شاہ رخ خان نومبر کو برس ہوگئے، انھوں نے اپنی سالگرہ اپنے خاندان دوستوں ساتھ منائی۔ لیکن اس موقع ان جھاڑکھنڈ سے تعلق رکھنے پرستار کو کنگ خان جانب سے خصوصی تحفہ ملا انھوں نے اس پرستار سے نہ صرف ملاقات بلکہ اسکے ساتھ تصویر بھی بنوائی۔ بھارتی میڈیا مطابق پرستار دنوں سے تین ماہ سے زیادہ کنگ خان رہائش گاہ منت باہر ان سے ملاقات کا منتظر تھا بلآخر کنگ خان سے اسکی ملاقات ہوگئی۔ میڈیا مطابق اس پرستار کا نام شیر محمد تین ماہ سے زیادہ عرصے سے شاہ رخ خان رہائش باہر اس امید بیٹھا رہا اسکی کنگ خان سے ملاقات ہوگی۔ شاہ رخ اس مداح پسندیدہ فلم کوئلہ ہے۔ بھارتی میڈیا نے مزید بتایا وہ پلے کارڈ شاہ رخ خان کا منتظر رہا وہ اس کا نوٹس لیں۔,entertainment
337,امریکی میوزک پروڈیوسر و موسیقار کوئنسی جونز انتقال کرگئے,https://jang.com.pk/news/1407769,امریکی میوزک پروڈیوسر، کمپوزر موسیقار کوئنسی جونز سال عمر میں انتقال کرگئے۔ کوئنسی جونز نے مائیکل جیکسن ساتھ مل کر پاپ میوزک کو نئی شکل دی۔ آنجہانی موسیقار مائیکل جیکسن ساتھ مل کر بنائی میوزک البم تھرلر ملین سے زائد کاپیاں فروخت ہیں۔ کوئنسی جونز نے اپنے سالہ کیریئر میں گریمی ء میں گریمی لیجنڈ ایوارڈ اپنے نام کیے۔,entertainment
338,عمیر جیسوال نے دوسری اہلیہ کو خفیہ رکھنے کی وجہ بتا دی,https://jang.com.pk/news/1407701,پاکستان شوبز انڈسٹری معروف گلوکار عمیر جیسوال نے اداکارہ ثناء جاوید سے طلاق دوسری شادی بعد مرتبہ لب کشائی کر دی۔ حال میں گلوکار نے سرکاری ٹی وی چینل پروگرام میں بطور مہمان شرکت کی، جہاں انہوں نے سابقہ اہلیہ اداکارہ ثناء جاوید سے طلاق دوسری شادی بعد بار اسکرین نظر آنے حوالے کھل کر گفتگو کی۔ دورانِ انٹرویو عمیر جیسوال نے سوال کا جواب کہا الحمد للّٰہ اللّٰہ بڑا مہربان ہے، وہ آپ کو کسی خاص منزل پہنچانے لیے خاص سفر سے گزارتا ہے، جب صحیح جگہ پہنچتے جس راستے سے یا سفر سے آپ اس منزل پہنچتے ہیں، وہ اسی لیے آپ اس جگہ کو، اس راستے کو سراہ سکیں، اس اُس ذات کا شکر ادا کر سکیں، سمجھ سکیں حقیقی خوشی کیا ہے۔ پاکستان شوبز انڈسٹری معروف گلوکار اداکار عمیر جسوال نے اپنے نکاح تصویر شیئر کر سب کو حیران کر دیا۔ انہوں نے کہا جب میں اس وقت بارے میں سوچتا جس سے میں گزرا، اس دوران دنیا بھر سے بے شمار نے مجھ سے رابطہ کیا، چاہے وہ میں مداح یا نہ انہیں مجھ سے ہمدری تھی، میرے لیے پریشان فکر مند تھے، اس وقت میں ان سے یہی کہتا رہا اس میں اللّٰہ بہت بڑی مصلحت گی۔ گلوکار نے اپنی شادی سے متعلق بات کہا جب دوسری شادی واحد تصویر شیئر دوسری شادی کا اعلان کیا بہت خوش ہوئے، مجھے ان جانب سے بے انتہا محبت ملی، دیکھ کر مجھے بہت خوشی مجھ سے اتنی محبت ہیں، میرے لیے دعائیں میں بھی انہیں ہمیشہ یہی کہتا مجھے میری فیملی کو اپنی دعاؤں میں شامل رکھیں۔ میزبان سوال مداح آپ دوسری شادی کہاں کس سے ہے؟ کا جواب عمیر جیسوال نے کہا آپ ذاتی زندگی بارے میں بے انتہا متجسس ہیں، کچھ اپنی ذاتی زندگی بارے میں حد سے زیادہ بتا کر دوسروں کو مداخلت کرنے کا موقع بعد میں دوسروں کو الزامات پچھتاتے لیکن میں کہتا آپ دوسروں کو موقع خود ہیں۔ اداکارہ ثناء جاوید سابق شوہر گلوکار عمیر جیسوال نے سوشل میڈیا معنی خیز پیغام شیئر کر دیا۔ انہوں نے کہا اگر آپ موقع نہ دیں، اپنے مداحوں کو اپنی ذاتی زندگی بجائے صرف پیشہ ورانہ زندگی اپنے کاموں بارے میں بتائیں بہتر ہے، میں بھی یہی چاہتا مجھے میرے کام سے پہچانیں نہ میری ذاتی زندگی حوالے سے، اس ساتھ میں اگلے شخص پرائیویسی کا خیال رکھنے حق میں ہوں، اگر اس یہی مرضی میں اس ساتھ ہوں۔ خیال گلوکار عمیر جسوال ساتھی اداکارہ ثناء جاوید اکتوبر میں رشتۂ ازدواج میں منسلک تھے، انہوں نے اچانک اپنے نکاح کا اعلان کیا تھا، جس مداحوں نے اس جوڑی کو خوب پسند کیا تھا۔ پاکستان کرکٹ ٹیم سابق کپتان شعیب ملک پاکستانی اداکارہ ثناء جاوید سے شادی خبر سامنے آتے جنگل آگ طرح پھیل ہے۔ گزشتہ سال عمیر جسوال ثناء جاوید طلاق خبریں گردش کرنے لگیں، جن تصدیق اس وقت جب جنوری ء کو ثناء جاوید نے کرکٹر شعیب ملک سے دوسری شادی کا اعلان کیا۔ بعد ازاں رواں سال اکتوبر کو عمیر جسوال نے بھی فوٹو اینڈ ویڈیو شیئرنگ پلیٹ فارم انسٹاگرام تصویر شیئر کر اپنی دوسری شادی کا اعلان کیا تاہم انہوں نے اپنی دوسری اہلیہ سے متعلق مکمل معلومات فراہم نہیں ہیں۔,entertainment
339,میں نے سگریٹ چھوڑ دی: شاہ رخ خان,https://jang.com.pk/news/1407692,بالی ووڈ کنگ شاہ رخ خان نے اپنی ویں سالگرہ موقع انکشاف کیا اُنہوں نے اب سگریٹ نوشی چھوڑ ہے۔ شاہ رخ خان نے اپنی سالگرہ موقع ممبئی باندرا میں منعقد تقریب ایس آر ڈےمیں شرکت جہاں اُنہوں نے اپنے مداحوں ساتھ کچھ یادگار لمحے گزارے اس دوران اپنے مداحوں سوالات جوابات بھی دیے۔ اس تقریب بہت سی تصاویر ویڈیوز سوشل میڈیا مختلف پیجز وائرل ہیں۔ سوشل میڈیا وائرل ویڈیو میں شاہ رخ خان کو سنا جا سکتا میری زندگی میں اب تبدیلی بھی میں اب سگریٹ نوشی نہیں کرتا۔ اُنہوں نے کہا میں نے سوچا نہیں تھا سگریٹ نوشی چھوڑنے بعد مجھے سانس لینے میں دشواری محسوس ہونے اب میں ایسا محسوس کرتا ہوں، مگر ان شاء اللّٰہ سب جائے گا۔ یاد ء میں شاہ رخ خان کو آئی پی ایل میں اپنی ٹیم کولکتہ نائٹ رائیڈرز راجستھان رائلز درمیان میچ دوران سرِ عام سگریٹ نوشی کرنے تنقید کا سامنا کرنا پڑا تھا۔ بالی ووڈ کنگ شاہ رخ خان نے گزشتہ روز اپنی ویں سالگرہ منائی اس موقع ممبئی میں ان رہائش گاہ منت باہر سیکیورٹی لیے پولیس بھاری نفری تعینات گئی۔ اداکار اس اقدام وجہ سے جے پور عدالت نے روپے کا معمولی جرمانہ بھی عائد کیا تھا۔ واضح اداکار نے سال طرح اس سال اپنی سالگرہ کا جشن بڑے پیمانے نہیں منایا ہے۔,entertainment
340,راجپال یادیو صحافی کے سوال پر غصہ، موبائل فون چھین لیا,https://jang.com.pk/news/1407489,بالی ووڈ سینئر اداکار کامیڈین راجپال یادیو صحافی سوال غصے میں آگئے ، موبائل فون بھی چھین لیا۔ بھارتی میڈیا رپورٹ مطابق راجپال یادیو صحافی جانب سے دیوالی دیا جلانے بارے میں ان حالیہ معذرت پوچھے سوال غصے آگئے ۔ اس صحافی نے ویڈیو شیئر دعویٰ کیا راجپال نے ان کا فون پھینکنے کوشش لیکن اس دوران ویڈیو ریکارڈ ہوتا رہا اب سوشل میڈیا وائرل گیا ہے۔ بالی ووڈ اداکار راجپال یادیو جو اپنے پرامزاح انداز میں کردار ادائیگی لیے مشہور ہیں، کا کہنا آئندہ ماہ یکم نومبر کو انکی ریلیز ہونے والی نئی فلم بھول بھلیاں میں انکا معروف کردار چھوٹا پنڈت ذرا مختلف انداز لیے ہوگا۔ راجپال یادیو نے اس ہفتے اوائل میں اپنے پرستاروں سے درخواست وہ دیوالی پٹاخے نہ پھوڑیں کیونکہ عمل شور آلودگی کا سبب بنتا ہے۔ تاہم مذہبی انتہا پسند حلقوں جانب سے جب ان اس بیان سخت ردعمل آیا انہوں نے روز قبل سوشل میڈیا ہینڈل سے نہ صرف اپنی درخواست ڈیلیٹ بلکہ نئی ویڈیو شیئر کی۔ نئی ویڈیو میں انہوں نے ہندی میں تمام دوستوں کو ہیلو دیوالی اپنی نیک خواہشات کا اظہار کیا۔ ان کا مزید کہنا تھا انھوں نے اپنے سوشل میڈیا جو ویڈیو شیئر وہ ہٹا ہے۔ راجپال نے کہا دنیا بھر میں جنھیں اس سے تکلیف پہنچی وہ ان سے معذرت خواہ ہیں، میری خواہش آپ پورے جوش جذبے ساتھ دیوالی منائیں، صحت مند مصروف رہیں۔ یاد سالہ راجپال یادیو حال میں ریلیز ہونے والی انیس بزمی ہارر کامیڈی فلم بھول بھلیاں میں نظر آئے ہیں، جس میں انھوں نے چھوٹا پنڈت کا کردار ادا کیا ہے۔,entertainment
341,تاپسی پنوں کا فلم ’ڈنکی‘ میں کام سے متعلق بڑا انکشاف,https://jang.com.pk/news/1407481,بالی ووڈ باصلاحیت اداکارہ تاپسی پنوں نے شاہ رخ خان راج کمار ہیرانی فلم ڈنکی میں کام سے متعلق بڑا انکشاف کیا ہے۔ بھارتی میڈیا رپورٹس مطابق سالہ تاپسی پنوں نے کہا انہیں شاہ رخ خان فلم ڈنکی میں کام عوض کچھ زیادہ ادائیگی نہیں ہیں۔ بالی ووڈ باصلاحیت اداکارہ تاپسی پنوں نے قریب آکر تصاویر لینے فوٹوگرافر کو ڈانٹ دیا فاصلہ رکھنے تاکید کی۔ ء میں ریلیز ہونے والی اس فلم میں تاپسی پنوں نے شاہ رخ خان مقابل مرکزی کردار نبھایا تھا، نے کہا فلم ساز سمجھتے انہوں نے مجھے کام کر فیور ہے۔ ہدایت کار راج کمار ہیرانی فلم نے باکس آفس کروڑ سے زائد آمدنی تھی۔ بھارتی میڈیا رپورٹس مطابق اداکارہ نے کہا سمجھتے میں نے فلم جڑواں یا ڈنکی میں کام پیسے بنانے لیے کیا مجھے کافی زیادہ معاوضہ ملا ہوگا،ایسا بالکل نہیں ہے، صورتحال اس برعکس ہے۔ بالی ووڈ اداکارہ تاپسی پنوں نے بالی ووڈ میں سال مکمل ہونے اپنے مستقبل عزائم کا اظہار کردیا۔ انہوں نے مزید کہا مجھے فوکس کرکے بنائی فلمیں جیسے حسین دلربا دیگر سے بھی مجھے زیادہ معاوضہ نہیں ملا۔ تاپسی پنوں نے بھی کہا مجھے محسوس کروایا گیا جیسے ان فلموں میں کام کر مجھ احسان کیا گیا ہے۔ ان کا کہنا تھا فلم ساز سمجھتے ہیں، ان پاس بڑا ہیرو موجود وہ دوسرا لیں؟ اس قسم سوچ خلاف روز لڑتی ہوں۔ یاد انٹرویو میں ڈنکی ہدایت کار راج کمار ہیرانی نے بتایا شاہ رخ خان کو یقین تھا ڈنکی فلم بینوں دل جیت لیکن جوان پٹھان جیسے فیگرز حاصل نہیں کرپائے گی۔,entertainment
342,عامر خان کی بری عادت فیصلے کرنے میں بہت زیادہ وقت لگانا ہے، کرن رائو,https://jang.com.pk/news/1407467,بالی ووڈ مسٹر پرفیکشنسٹ عامر خان سابق اہلیہ کرن رائو نے کہا عامر خان فیصلے کرنے میں بہت وقت لگاتے مجھے ان عادت بہت بری تھی۔ انٹرویو دوران کرن نے کہا وہ کسی چیز مخصوص جگہ آنے کا انتظار تاکہ وہ درست فیصلے کرسکیں سب کچھ بڑا تھکا دینے والا مایوس ہوتا ہے، اس وجہ ان دیگر بیس چیزیں بھی ہیں۔ بالی ووڈ فلم پروڈیوسر اسکرین رائٹر کرن راؤ نے کرن رائو عامر خان میں طلاق سالہ ازدواجی رفاقت خاتمے بعد بھی دونوں درمیان پیشہ وارانہ معاملات اپنے بیٹے آزاد پرورش حوالے سے اشتراک عمل جاری ہے۔ سالہ کرن رائو نے ان خیالات کا اظہار حال میں کرینہ کپور شو واٹ ویمن وانٹ میں گفتگو دوران کیا۔ اس موقع انہوں نے اپنے سابق شوہر بارے میں بات چیت بتایا انھیں عامر خان کیا چیز کیا بری کونسی چیزیں وہ برداشت تھیں۔ بالی ووڈ کنگ خان شاہ رخ نے عامر خان کو فلم نگری لیجنڈ امیتابھ بچن سامنے سگریٹ نوشی کا سکھایا تھا۔ انہوں نے بات چیت دوران نہایت پیشہ وارانہ انداز میں جوابات دیئے عامر خان بارے میں دلچسپ انکشافات بھی کیے۔ کرن راؤ نے کہا ان سب سے بات وہ فیصد شخص یعنی بار جب کسی چیز کو پسند کرلیں وہ اس قائم رہتے اگر ناپسند اسی طرح اس کا اظہار وہ بہت ایماندار ہیں، اس لیے وہ اپنی بہترین کوشش ہیں۔ کرن مطابق وہ حقیقی ان بہترین میں سے ہیں، جن ساتھ آپ تخلیقی کام کر سکتے ہیں، جو چیز ان حوالے سے بمشکل برداشت وہ ان طویل لیکچرز ہیں، جو میں سمجھتی اگر وہ نہ دیں بہتر ہے۔,entertainment
343,اگر بچوں کی لڑائی ہوئی تو شاہ رخ خان کس کا ساتھ دیں گے؟,https://jang.com.pk/news/1407461,بالی ووڈ کنگ شاہ رخ خان نے گزشتہ روز اپنی ویں سالگرہ منائی ہے۔ شاہ رخ خان نے اپنی سالگرہ موقع ممبئی میں منعقد تقریب ایس آر ڈے میں بھی شرکت جہاں اُنہوں نے اپنے مداحوں ساتھ کچھ یادگار لمحے گزارے اس دوران مداحوں سوالات جوابات بھی دیے۔ اس تقریب دوران مداح نے سوال پوچھا اگر آریان خان، سوہانا خان ابراہم خان درمیان کبھی کسی چیز لیے لڑائی آپ کس کا ساتھ ہیں؟ اداکار نے اس سوال کا جواب کہا ماشاء اللّٰہ، آج میرے تینوں بچوں درمیان کبھی کسی چیز لیے لڑائی نہیں ہوئی۔ اُنہوں نے ہنستے مزید کہا میری دعا مستقبل میں بھی کبھی ایسا نہ ورنہ میرے لیے جائیداد تقسیم دوران بڑا مسئلہ جائے گا۔ شاہ رخ خان نے کہا لیکن اگر کبھی لڑائی میں سہانا کا ساتھ دوں گا۔ اُنہوں نے کہا لڑکے بھی مجھے وہ بھی پسند لیکن لڑکوں جسم بال ہیں، وہ سخت مزاج مگر لڑکیاں خوبصورت، نرم مزاج مضبوط یہی وجہ میں جھگڑے میں اپنی بیٹی کا ساتھ دوں گا۔,entertainment
344,شاہ رخ خان نے ممبئی پولیس کو کھانا بھجوا دیا,https://jang.com.pk/news/1407451,گزشتہ روز ویں سالگرہ موقع بالی ووڈ کنگ شاہ رخ خان ممبئی میں رہائش گاہ منت باہر سیکیورٹی لیے پولیس بھاری نفری تعینات تھی۔ شاہ رخ خان نے اظہارِ تشکر تمام پولیس اہلکاروں لیے کھانے ڈبے بھجوائے جو ہفتے آغاز سے کر رات ان گھر باہر تعینات رہے۔ بالی ووڈ بے تاج بادشاہ شاہ رخ خان برس گئے۔ سوشل میڈیا ویڈیو وائرل جس میں اداکار ٹیم کو ان گھر منت ہاؤس باہر ممبئی پولیس اہلکاروں کو کھانے ریفریشمنٹ ڈبے دیکھا جا سکتا ہے۔ اس وائرل ویڈیو کو سوشل میڈیا بہت پسند کیا جا رہا شاہ رخ خان اس اقدام مداحوں جانب سے ان خوب تعریفیں بھی جا ہیں۔ واضح اداکار نے سال طرح اس سال اپنی سالگرہ کا جشن بڑے پیمانے نہیں منایا۔,entertainment
345,38 روزہ ”ورلڈ کلچر فیسٹیول کراچی“ ثقافتی رعنائیاں بکھیرتے ہوئے اختتام پذیر,https://jang.com.pk/news/1407211,آرٹس کونسل آف پاکستان کراچی، جنگ جیو اشتراک سے منعقدہ روزہ ورلڈ کلچر فیسٹیول کراچی ثقافتی رعنائیاں بکھیرتے اختتام پذیر ہوگیا۔ فیسٹیول اختتامی تقریب وائی ایم سے اے میں منعقد گئی، اختتامی تقریب کا آغاز قومی ترانے سے کیا گیا۔ تقریب میں صدر آرٹس کونسل محمد احمد شاہ، معروف دانشور مزاح نگار انور مقصود، چیف سیکریٹری سندھ آصف حیدر شاہ، معروف گلوکار عاصم اظہر، اختر چنال معروف شاعر تہذیب حافی سمیت ملکی غیر ملکی فنکاروں بڑی تعداد نے شرکت کی۔ روزہ ورلڈ کلچر فیسٹیول کراچی ثقافتی رعنائیاں بکھیرتے اختتام پذیر ہوگیا۔ اس موقع معروف دانشور مزاح نگار انور مقصود نے کہا نوجوان ہمارے ملک کا سرمایہ ہیں۔ نوجوانوں سے گا ملک کو چھوڑ کر نہ جائیں۔ انکا کہنا تھا آرٹس کونسل کراچی احمد شاہ پوری ٹیم کو مبارکباد دیتا اتنا بڑا فیسٹیول کامیابی سے منعقد کیا۔ احمد شاہ صاحب بہادر آدمی ہیں، احمد شاہ صاحب محنت رنگ لائی۔ انور مقصود نے کہا دن اتنے بڑے فیسٹیول کا انعقاد صرف احمد شاہ کر سکتے ہیں۔ اتنے سارے غیر ملکی فنکاروں کو جگہ باحفاظت جمع کرنا احمد شاہ کر سکتا ہے۔ تھیٹر عظمیٰ سبین نے لکھا تھا، موسیقی معروف میوزک کمپوزر ارشد محمود اس موقع صدر آرٹس کونسل محمد احمد شاہ نے کہا فیسٹیول میری میری ٹیم دن رات محنت کا نتیجہ ہے۔ میرا مقصد پاکستان اس کا جھنڈا ہے۔ امیر سے امیر یا غریب سے غریب تر، سب کو آرٹس کونسل میں جیسی عزت ملے گی۔ انہوں نے کہا میں اپنے نوجوانوں کےلیے کام کرنا چاہتا ہوں۔ میں مڈل کلاس کا آدمی ہوں، میں نے کچرا کنڈی کو دنیا کا بڑا اداراہ صرف آپ نوجوانوں لیے بنایا ہے، آرٹس کونسل میں جتنا ثقافتی انقلاب آیا اس میں سندھ گورنمنٹ نے ساتھ دیا۔ آرٹس کونسل کراچی میں جنگ جیو اشتراک سے عالمی ثقافتی میلہ زور شور سے جاری ہے۔ محمد احمد شاہ کا کہنا تھا ہمیں دہشت ملک ہے، آپ دہشت نہیں ہو، اس ملک کو بچانا بھی ہم نے ہے۔ تم سارے نوجوان میرے ساتھ جڑے ہو، کراچی میں دھرنے احتجاج چل اس باوجود فیسٹیول سندھ حکومت تعاون سے ممکن پایا۔ جب ایئر پورٹ دھماکا ہم اپنے غیرملکی فنکاروں کو پیچھے راستے سے محفوظ سے کر آئے۔ چیف سیکرٹری سندھ آصف حیدر شاہ نے کہا اتنے بڑے فیسٹیول کامیاب انعقاد انور مقصود، احمد شاہ میرے تمام افسران کو سلام پیش کرتا ہوں۔ تھیٹر میں فنکاروں جانب سے پیش مزاحیہ اداکاری ہال قہقہوں تالیوں سے گونج اٹھا۔ انکا کہنا تھا اس فیسٹیول میں ناصرف بین الاقوامی بلکہ ملکی فنکاروں کا بھی خیال رکھا گیا۔ میرے لیے باعث فخر میں انور مقصود ساتھ یہاں موجود ہوں۔ ورلڈ کلچر فیسٹیول کراچی آخری روز آرٹس کونسل آف پاکستان کراچی کارکردگی بنائی شو ریل پیش گئی۔ تقریب میں معروف دانشور مزاح نگار انور مقصود نے مزاح سے بھر پور گفتگو سے شائقین کو خوب ہنسایا جبکہ میگا کنسرٹ میں گلوکار عاصم اظہر، اختر چنال، ارمان رحیم، مصطفیٰ بلوچ، منیب خان سمیر حمزہ نے شائقین کو جھومنے مجبور کیا دوسری جانب معروف شاعر تہذیب حافی نے شرکاء سے داد سمیٹی۔ نشست میں قطر قونصل جنرل نائف شاہین آر ایم السلیتی، صدر آرٹس کونسل محمد احمد شاہ، سابق صدر نیشنل تھیٹر قطر عبداللّٰہ الکوئیری نیشنل تھیٹر استاد ناصر الحمادی نے گفتگو گی۔ تقریب میں معروف فوک گلوکار اختر چنال کو لائف ٹائم اچیومنٹ ایوارڈ سے نوازا گیا جبکہ معروف گلوکار عاصم اظہر، آذربائیجان دادش مامیدوو، محمد علسویمصر ، مدن گوپالنیپال، ٹریولنگ تھیٹر سوئٹزرلینڈ، چیف سیکریٹری سندھ سید آصف حیدر شاہ، ڈی جی ساؤتھ زون سید اسد رضا، ڈپٹی کمشنر ساؤتھ کیپٹن الطاف ایچ سائرو کو بہترین پرفارمنس شیلڈ پیش گئی۔ تقریب آخر میں بڑے پیمانے آتش بازی کا مظاہرہ بھی کیا گیا، اختتامی تقریب نظامت فرائض نعمان خان نے انجام دیے۔,entertainment
346,ورلڈ کلچر فیسٹیول کی اختتامی تقریب، عاصم اظہر کی لائیو پرفارمنس,https://jang.com.pk/news/1407204,آرٹس کونسل آف پاکستان کراچی میں جنگ جیو اشتراک سے ورلڈ کلچر فیسٹیول کراچی اختتامی تقریب سے معروف گلوکار عاصم اظہر نے لائیو پرفارم کیا۔ روزہ ورلڈ کلچر فیسٹیول کراچی ثقافتی رعنائیاں بکھیرتے اختتام پذیر ہوگیا۔ اختتامی تقریب وائے ایم سے اے میں منعقد گئی، اختتامی تقریب کا آغاز قومی ترانے سے کیا گیا۔ صدر آرٹس کونسل محمد احمد شاہ، معروف دانشور مزاح نگار انور مقصود، چیف سیکریٹری سندھ آصف حیدر شاہ، معروف گلوکار عاصم اظہر، اختر چنال معروف شاعر تہذیب حافی سمیت ملکی غیر ملکی فنکاروں بڑی تعداد نے شرکت کی۔ اختتامی تقریب میں معروف دانشور مزاح نگار انور مقصود نے مزاح سے بھرپور گفتگو سے شائقین کو خوب ہنسایا جبکہ میگا کانسرٹ میں گلوکار عاصم اظہر نے اپنی پرفارمنس سے شائقین کو خوب محظوظ کیا۔ انکے علاوہ اختر چنال، ارمان رحیم، مصطفیٰ بلوچ، منیب خان سمیر حمزہ نے شائقین کو جھومنے مجبور کیا دوسری جانب معروف شاعر تہذیب حافی نے شرکاء سے داد سمیٹی۔,entertainment
