Article IDs,Titles,Links,Contents,Gold Labels
185,انسٹاگرام صارفین کی اصل عمر کی تصدیق کیلئے اے آئی ٹول استعمال کرنیکا فیصلہ06 نومبر ، 2024,https://urdu.geo.tv/latest/385865-,میٹا نے انسٹاگرام کے صارفین کی عمر کی تصدیق کے لیے آرٹی فیشل انٹیلی جنس (اے آئی) ٹیکنالوجی کو استعمال کرنے کا فیصلہ کیا ہے۔ یہ اے آئی ٹول صارف کی حقیقی عمر کا تعین کرے گا، چاہے وہ اسے غلط ہی کیوں نہ بتائے۔ اگر صارف اپنی عمر کے بارے میں غلط بتائے گا تو اے آئی ٹیکنالوجی حقیقی عمر کا تعین کرکے 18 سال سے کم عمر افراد کو خودکار طور پر ٹین (teen) اکاؤنٹس میں ٹرانسفر کردے گی۔ میٹا کی جانب سے ٹین اکاؤنٹس کو ستمبر 2024 میں متعارف کرایا گیا تھا۔ یہ اکاؤنٹس 13 سے 17 سال کے صارفین کے لیے ہیں اور کمپنی کی جانب سے نوجوانوں کے تحفظ کے لیے ایسے اکاؤنٹس میں مختلف پابندیاں عائد کی گئی ہیں۔ اب تک ایسا کوئی طریقہ کار نہیں تھا جس سے کمپنی کو معلوم ہوسکے کہ اس سروس کو استعمال کرنے والے کی حقیقی عمر کیا ہے۔ یہی وجہ ہے کہ میٹا کی جانب سے adult classifier نامی سافٹ وئیر ٹول تیار کیا گیا ہے۔ یہ ٹول صارفین کو 2 گروپس میں تقسیم کرنے کے لیے ڈیزائن کیا گیا ہے۔ ایک گروپ 18 سال سے زائد عمر کے افراد کا ہوگا جبکہ دوسرا 18 سال سے کم عمر صارفین کا ہوگا۔ میٹا کی یوتھ اینڈ سوشل امپیکٹ ڈائریکٹر Allison Hartnet نے بتایا کہ یہ ٹول صارف کی پروفائل کو اسکین کرکے دیکھے گا کہ وہ کیسے مواد کو دیکھتا ہے جبکہ اس کے فالوور لسٹ کو بھی عمر کے تعین کے لیے دیکھا جائے گا۔ درحقیقت ہیپی برتھ ڈے کے میسجز سے بھی اس ٹول کو کسی صارفین کی حقیقی عمر کا تعین کرنے میں مدد ملے گی۔ اس ٹول کا استعمال 2025 میں شروع کیے جانے کا امکان ہے۔,science-technology
186,دنیا کا پہلا لکڑی سے بنا سیٹلائیٹ خلا میں بھیج دیا گیا05 نومبر ، 2024,https://urdu.geo.tv/latest/385755-,جاپان نے دنیا کا پہلا لکڑی سے تیار کردہ سیٹلائیٹ خلا میں بھیج دیا ہے۔ جاپانی سائنسدانوں نے 5 نومبر کو یہ سیٹلائیٹ خلا کے لیے لانچ کیا۔ کیوتو یونیورسٹی اور Sumitomo Forestry کے سائنسدانوں نے یہ منفرد سیٹلائٹ تیار کیا ہے۔ لیگنو سیٹ نامی اس سیٹلائٹ کی تیاری کا آغاز اپریل 2020 میں ہوا تھا جس کا مقصد ماحول دوست سیٹلائٹ کو تیار کرنا تھا۔ یہ سیٹلائیٹ اسپیس ایکس کے ایک مشن کے ذریعے لانچ کیا گیا جو پہلے انٹرنیشنل اسپیس اسٹیشن پہنچے گا اور وہاں سے اسے زمین کے اوپر 250 میل کی بلندی پر پرواز کے لیے روانہ کیا جائے گا۔ اس سیٹلائیٹ کو خلا میں بھیجنے کا مقصد یہ ثابت کرنا ہے کہ ماحول دوست میٹریل کو بھی خلائی تسخیر کے لیے استعمال کیا جاسکتا ہے۔ اس کے لیے منگولیا ووڈ نامی لکڑی کا استعمال کیا گیا جو اپنی مضبوطی کے لیے جانی جاتی ہے۔ 10 کیوبک سینٹی میٹر حجم کے اس سیٹلائٹ کو روایتی جاپانی تکنیک کے ذریعے اسمبل کیا گیا جس کے نتیجے میں گلیو یا اسکریوز کی ضرورت ختم ہوگئی۔ اس میں اوپر سولر پینلز نصب ہیں جبکہ اس بات کو یقینی بنایا گیا ہے کہ سیٹلائٹ کی لکڑی سے خلا بازوں کی صحت کو نقصان نہ پہنچے یا آئی ایس ایس کے آلات کے افعال متاثر نہ ہوں۔ لانچ کے بعد 6 ماہ تک یہ سیٹلائٹ مختلف اقسام کا ڈیٹا اکٹھا کرے گا جس کو مدنظر رکھ کر لیگنو سیٹ 2 کو تیار کیا جائے گا۔ ماہرین کے مطابق خلا میں لکڑی زمین کے مقابلے میں زیادہ پائیدار ثابت ہوسکتی ہے کیونکہ وہاں نمی یا آکسیجن موجود نہیں جس کے باعث لکڑی کے خراب ہونے یا پھولنے کا خطرہ نہیں۔,science-technology
187,ایکس کے بلاک فیچر میں متنازع تبدیلی کو متعارف کرا دیا گیا05 نومبر ، 2024,https://urdu.geo.tv/latest/385729-,ایکس (ٹوئٹر) پر اگر آپ کسی فرد سے تنگ آکر اسے بلاک کرتے ہیں تو یہ جان لیں کہ ایسا کرنے سے اب کوئی فائدہ نہیں ہوگا۔ جی ہاں سوشل میڈیا پلیٹ فارم میں ایک متنازع تبدیلی پر عملدرآمد شروع ہوگیا ہے۔ ایکس کے ایک آفیشل اکاؤنٹ پر بتایا گیا کہ ہم نے بلاک فیچر میں کی جانے والی اپ ڈیٹ کو متعارف کرانے کا سلسلہ شروع کر دیا ہے۔ خیال رہے کہ ستمبر 2024 میں ایکس کے مالک ایلون مسک نے بتایا تھا کہ بلاک فیچر میں تبدیلی کی جا رہی ہے۔ اس تبدیلی کے بعد ایکس پر کی جانے والی آپ کی پبلک پوسٹس کو تمام افراد دیکھ سکیں گے، یہاں تک کہ وہ صارفین بھی جن کو آپ نے بلاک کیا ہوا ہوگا۔ ابھی اگر ایکس پر آپ کو کوئی بلاک کردے اور پھر آپ اس فرد کی پروفائل دیکھنے کی کوشش کریں تو یو آر بلاکڈ لکھا نظر آتا ہے۔ آپ اس فرد کے اکاؤنٹ کے فالوورز، ریپلائیز یا دیگر تفصیلات بھی نہیں دیکھ سکتے، مگر اس نئی تبدیلی کے بعد اس صارف کی پبلک پوسٹس اور پروفائل پیج کو دیکھنا ممکن ہوگا۔ البتہ اب بھی بلاک ہونے پر آپ اس صارف کو فالو نہیں کرسکیں گے، ڈائریکٹ میسج یا پوسٹس پر ریپلائی نہیں کرسکیں گے۔ خیال رہے کہ ایلون مسک بلاک فیچر کے سخت مخالف ہیں اور اگست 2023 میں انہوں نے عندیہ دیا تھا کہ بلاک کا آپشن ختم کیا جا سکتا ہے۔ یہ فیچر ایکس پر بہت زیادہ استعمال کیا جاتا ہے مگر کمپنی کے مطابق ہمارا مقصد صارفین کو زیادہ کنٹرول فراہم کرنے کے ساتھ ساتھ پوسٹس تک عوامی رسائی کو برقرار رکھنا ہے۔,science-technology
188,گوگل کا نیا اے آئی ماڈل جو آپ کی خراب لکھائی کو ڈیجیٹل ٹیکسٹ میں تبدیل کرسکتا ہے05 نومبر ، 2024,https://urdu.geo.tv/latest/385717-,گوگل نے ایک ایسا نیا آرٹی فیشل انٹیلی جنس (اے آئی) ماڈل تیار کیا ہے جو آپ کی ہاتھ سے لکھی تحریر کو ڈیجیٹل ٹیکسٹ میں تبدیل کر دیتا ہے۔ انسائیٹ نامی یہ اے آئی ماڈل آپ کے ہاتھ کی خراب لکھائی والی تصویر کو اسکین کرکے اس پر موجود ٹیکسٹ کو ڈیجیٹل بنا دیتا ہے۔ اس ماڈل کو ایسی تربیت دی گئی ہے جس سے وہ تحریر کو پڑھ کر الفاظ کو شناخت کرسکتا ہے۔ ڈویلپرز نے دعویٰ کیا کہ کاغذات پر موجود تحریروں یا خراب روشنی والی تصاویر سے بھی یہ ٹول ٹیکسٹ اٹھا سکتا ہے۔ یعنی آپ کسی بھی دستاویز کو اس کے ذریعے ایڈٹ کرسکتے ہیں جبکہ اس پر لکھی اصل تحریر کے الفاظ ڈیجیٹل شکل میں بھی محفوظ رہیں گے۔ آسان الفاظ میں یہ آپ کی تحریروں کا آن لائن دستیاب ورژن ثابت ہوگا۔ کمپنی کے مطابق یہ ٹول ایسے ورکرز کے لیے بہترین ثابت ہوگا جن کو اسکینرز یا دیگر خصوصی آلات تک رسائی حاصل نہیں ہوتی۔ ابھی اس ٹیکنالوجی پر تحقیقی کام جاری ہے مگر اب تک کے نتائج کافی حوصلہ افزا ثابت ہوئے ہیں۔ گوگل کی ٹیم نے تجربات کے دوران دریافت کیا کہ یہ اے آئی ماڈل ٹیکسٹ کو پڑھ کر ڈیجیٹل شکل میں 87 فیصد حد تک درست کام کرتا ہے۔ ابھی اسے اے آئی ماڈل کو عام صارفین کے لیے جاری نہیں کیا جا رہا مگر مستقبل قریب میں ایسا ممکن ہو جائے گا۔,science-technology
189,تھریڈز کو ہر ماہ استعمال کرنے والے افراد کی تعداد ساڑھے 27 کروڑ سے زائد ہوگئی04 نومبر ، 2024,https://urdu.geo.tv/latest/385624-,میٹا نے 5 جولائی 2023 کو ایکس (ٹوئٹر) کے مقابلے پر اپنا سوشل میڈیا پلیٹ فارم تھریڈز متعارف کرایا تھا۔ اب تھریڈز کو سوا سال سے زائد عرصہ مکمل ہوچکا ہے اور اس کے ماہانہ صارفین کی تعداد ساڑھے 27 کروڑ سے زائد ہوگئی ہے۔ اس بات کا اعلان انسٹا گرام اور تھریڈز کے سربراہ ایڈم موسیری کی جانب سے ایک سوشل میڈیا پوسٹ پر کیا گیا۔ انہوں نے بتایا کہ تھریڈز کو ہر ماہ استعمال کرنے والے صارفین کی تعداد 27 کروڑ 50 لاکھ سے زائد ہوگئی ہے۔ اس عرصے میں  تھریڈز کے صارفین کی تعداد میں مستحکم انداز سے اضافہ ہوا ہے مگر آغاز میں جتنی تیزی سے لوگوں نے اس سوشل میڈیا پلیٹ فارم کا رخ کیا تھا، اب وہ اشتیاق نظر نہیں آتا۔ مگر اب بھی اس کے صارفین کی تعداد میں کافی تیزی سے اضافہ ہو رہا ہے، اپریل 2024 میں یہ تعداد 15 کروڑ جبکہ اگست میں 20 کروڑ تک پہنچی تھی اور اب ساڑھے 27 کروڑ سے زائد ہوگئی ہے۔ یعنی محض 3 ماہ میں تھریڈز کی تعداد میں ساڑھے 7 کروڑ سے زائد کا اضافہ ہوا ہے۔ البتہ میٹا کی جانب سے کبھی یہ نہیں بتایا گیا کہ تھریڈز کو روزانہ کتنے افراد استعمال کرتے ہیں، حالانکہ یہ کمپنی فیس بک، واٹس ایپ اور انسٹا گرام کو روزانہ استعمال کرنے والوں کے بارے میں اکثر تفصیلات جاری کرتی رہتی ہے۔ اکتوبر 2024 کے آخر میں میٹا کے چیف ایگزیکٹو مارک زکربرگ نے کمپنی کی تیسری سہ ماہی رپورٹ جاری کرتے ہوئے کہا تھا کہ روزانہ 10 لاکھ افراد تھریڈز کے نئے صارف بن رہے ہیں۔ خیال رہے کہ دنیا بھر میں ایکس کو روزانہ استعمال کرنے والے افراد کی تعداد 55 کروڑ سے زائد ہے۔,science-technology
190,مائیکرو سافٹ نے ونڈوز 11 کیلئے ونڈوز ہیلو کو ری ڈیزائن کر دیا04 نومبر ، 2024,https://urdu.geo.tv/latest/385621-,مائیکرو سافٹ کی جانب سے ونڈوز ہیلو آتھنتیکیشن کے یوزر انٹرفیس کو نیا کیا جا رہا ہے۔ چہرے اور فنگرپرنٹ سمیت دیگر طریقوں سے صارف کی شناخت کی تصدیق کرنے والے اس سسٹم کو ونڈوز 11 میں ری ڈیزائن کیا جارہا ہے۔ ابھی ونڈوز ہیلو کا نیا ڈیزائن بیٹا (beta) ورژن میں محدود افراد کو دستیاب ہے۔ نئے ڈیزائن میں نئے آئیکونز دیے گئے ہیں اور پاس کیز کے فیچر کو بہتر بنایا گیا ہے۔ یہ نیا یوزر انٹرفیسن نہ صرف ونڈوز 11 کے لاگ ان اسکرین پر نظر آئے گا بلکہ جب آپ ویب سائٹس اور ایپس پر پاس کیز کے ذریعے سائن ان ہوں گے تو جب بھی یہ کام کرے گا۔ کمپنی کی جانب سے جاری بیان کے مطابق ہم نے ونڈوز میں پاس کیز کے ذریعے صارف کی تصدیق کے سسٹم کو ری ڈیزائن کیا ہے تاکہ یہ عمل زیادہ محفوظ اور برق رفتار ہو جائے۔ بیان میں بتایا گیا کہ صارفین آتھنتیکیشن آپشنز جیسے پاس کیز اور دیگر کا انتخاب کرسکیں گے۔ مائیکرو سافٹ کی جانب سے ابھی صرف ونڈوز 11 پاس کیز سپورٹ دی گئی ہے مگر اس کے لیے موبائل ڈیوائسز سے کیو آر کوڈ اسکین کرنا ہوتا ہے۔ مگر نئے یوزر انٹرفیس میں اس عمل کو زیادہ بہتر بنایا جا رہا ہے۔,science-technology
191,فون یا کمپیوٹر پر جی میل کی ای میلز شیڈول کرنے کا طریقہ جانیں04 نومبر ، 2024,https://urdu.geo.tv/latest/385612-,گوگل نے اپریل 2019 کو جی میل میں ای میل شیڈول کرنے کا فیچر متعارف کرایا تھا۔ یعنی اس فیچر کو اس مقبول ای میل سروس کا حصہ بنے 5 سال سے زائد عرصہ ہوگیا ہے۔ اس فیچر کا مقصد یہ تھا کہ اگر صارفین بہت زیادہ مصروف ہوں تو وقت سے قبل ای میلز تحریر کرکے شیڈول کر دیں۔ جی میل میں آپ بیک وقت 100 ای میلز شیڈول کرسکتے ہیں یعنی ایک بار میں آپ متعدد ای میلز تیار کرکے شیڈول کرسکتے ہیں۔ مگر حیران کن طور پر اب بھی بیشتر افراد اس فیچر سے لاعلم ہیں یا انہیں اسے استعمال کرنے کا طریقہ ہی نہیں آتا۔ لیپ ٹاپ یا ڈیسک ٹاپ کمپیوٹر پر جی میل کو استعمال کرتے ہوئے اس فیچر کو استعمال کرنا زیادہ مشکل نہیں۔ کسی بھی ویب براؤزر پر جی میل کو اوپن کریں۔ جی میل پر کمپوز بٹن پر کلک کریں اور اپنی ای میل تحریر کریں۔ ای میل مکمل کرنے کے بعد سینڈ بٹن پر کلک کرنے کی بجائے اس کے برابر میں موجود تیر کے ایرو پر کلک کرکے شیڈول سینڈ کو سلیکٹ کریں۔ شیڈول سلیکٹ ونڈو میں آپ اپنی پسند کی تاریخ اور وقت کا انتخاب کرسکتے ہیں جبکہ کمپنی کی جانب سے بھی پری سیٹ ٹائمز کا آپشن دیا جاتا ہے۔ اس کے بعد شیڈول سینڈ بٹن پر کلک کریں جس کے بعد ای میل شیڈول ہو جائے گی۔ شیڈول کی گئی ای میل بائیں جانب شیڈولڈ فولڈر پر دیکھی جاسکتی ہے اور آپ وہاں جاکر اسے ایڈٹ یا ڈیلیٹ بھی کرسکتے ہیں۔ اینڈرائیڈ یا آئی او ایس ڈیوائسز پر جی میل کو استعمال کرتے ہوئے ای میلز کو شیڈول کرنے کا طریقہ کار لگ بھگ ایک جیسا ہی ہے۔ اس کے لیے اپنے فون پر جی میل کو اوپن کرکے کمپوز بٹن پر کلک کریں اور ای میل کو تحریر کریں۔ ای میل تحریر کرنے کے بعد اوپری دائیں کونے پر موجود تھری ڈاٹ مینیو آئیکون پر کلک کرکے شیڈول سینڈ آپشن کا انتخاب کریں۔ وہاں پری سیٹ ٹائمز کا انتخاب کریں یا اپنی پسند کی تاریخ اور وقت کو خود سیٹ کریں۔ آخر میں شیڈول سینڈ بٹن پر کلک کریں۔ شیڈول ای میلز کو ایڈٹ یا کینسل کرنے کے لیے مینیو آئیکون (اوپر بائیں کونے میں تھری ڈاٹ لائنز) پر کلک شیڈولڈ آپشن پر کلک کریں۔ وہاں شیڈول کی جانب سے والی ای میلز موجود ہوں گی جن کو ایڈٹ یا ڈیلیٹ کیا جاسکتا ہے۔,science-technology
192,سائنسدان پلاسٹک کے کچرے سے بجلی بنانے والی ڈیوائس تیار کرنے میں کامیاب04 نومبر ، 2024,https://urdu.geo.tv/latest/385605-,پلاسٹک کی آلودگی ہمارے سیارے کو متعدد مسائل کا شکار بنا رہی ہے۔ پلاسٹک کی ایک قسم پولیسٹرین کی صرف ایک بار استعمال ہونے والی ڈھائی کروڑ ٹن سے زائد اشیا ہر سال تیار کی جاتی ہیں جن میں سے محض 12 فیصد ری سائیکل ہوتی ہیں جبکہ باقی مختلف مقامات پر کچرے کی شکل میں پڑی رہتی ہیں۔ مگر اب آسٹریلیا اور لٹویا کے سائنسدانوں نے ایک ایسا طریقہ دریافت کیا ہے جس کے ذریعے بیکار پولیسٹرین سے بجلی پیدا کی جاسکے گی۔ آسٹریلیا کی RMIT یونیورسٹی اور لٹیویا کی ریگا یونیورسٹی کے ماہرین کی تیار کردہ ڈیوائس میں پلاسٹک کی اس قسم کے کچرے کو ڈال کر ہوا یا ہوا کے بہاؤ سے بجلی پیدا کی جاسکتی ہے۔ ان کی تیار کردہ ڈیوائس میں ایسی برقی توانائی پیدا ہوتی ہے جس میں برقی رو نہیں ہوتی اور اس توانائی کو جمع کرلیا جاتا ہے۔ ماہرین کے مطابق ہم اپنی ڈیوائس میں ہوا کے ذریعے توانائی پیدا کرسکتے ہیں۔ یہ ڈیوائس اس مقصد کے لیے ائیر کنڈیشنرز سے ہوا کے بہاؤ کو استعمال کرنے کی صلاحیت رکھتی ہے جس سے توانائی کی طلب میں 5 فیصد تک کمی آتی ہے۔ آزمائشی تجربات میں ثابت ہوا کہ اس ڈیوائس سے 230 والٹیج کرنٹ پیدا ہوسکتا ہے۔ یہ ڈیوائس بنیادی طور پر پولیسٹرین کی پتلی تہوں پر مشتمل ہے یا یوں کہہ لیں کہ اسے پلاسٹک کی اس قسم سے تیار کیا گیا ہے۔ یہی وجہ ہے کہ اس ڈیوائس کی زندگی بھی بہت طویل ہوگی کیونکہ پلاسٹک کی یہ قسم سیکڑوں سال تک اپنی شکل برقرار رکھتی ہے۔ ماہرین کے مطابق اچھی بات یہی ہے کہ پولیسٹرین کے باعث اس طرح کی ڈیوائسز طویل عرصے سے تک درست کام کرتے ہوئے بجلی پیدا کرسکتی ہیں۔ اس ڈیوائس کی تیاری کے حوالے سے تحقیق کے نتائج جرنل Advanced Energy and Sustainability Research میں شائع ہوئے۔ ماہرین کی جانب سے ڈیوائس کے پیٹنٹ کو رجسٹر کرایا گیا اور اب وہ ایسے شراکت داروں کو تلاش کر رہے ہیں جن کے ذریعے اس ٹیکنالوجی کمرشل مصنوعات کا حصہ بنایا جاسکے۔,science-technology
193,امریکی کمپنی کی الیکٹرک کار کے جدید ترین آٹو ڈرائیونگ سسٹم پر سوالیہ نشان لگ گیا04 نومبر ، 2024,https://urdu.geo.tv/latest/385548-,امریکی کمپنی کی الیکٹرک کار کے جدید ترین خودکار ڈرائیونگ نظام رکاوٹ کا پتہ لگانے میں ناکام ہوگیا جس کے بعد آٹو ڈرائیونگ سسٹم پر سوالیا نشان لگ گیا ہے۔ جدید ترین خودکار ڈرائیونگ نظام کی حامل امریکی کمپنی کی الیکٹرک کار نے بیچ سڑک پر کھڑے ہرن کو ٹکر ماردی، جس سے کار میں موجود خودکار ڈرائیونگ سسٹم پر شکوک و شہبات پیدا ہوگئے۔ کارکمپنی نے دعویٰ کیا تھا کہ کارمیں موجود جدید ترین خودکار ڈرائیونگ موڈ دوران سفر راستے میں آنے والے خطرے کو جاننے کی صلاحیت رکھتا ہے۔,science-technology
194,انسٹا گرام کا ڈائریکٹ میسجز کو اپ گریڈ کرنے کا فیصلہ03 نومبر ، 2024,https://urdu.geo.tv/latest/385519-,انسٹا گرام میں ڈی ایمز کو اپ ڈیٹ کرنے کا اعلان کیا گیا ہے۔ ڈی ایمز اس فوٹو شیئرنگ ایپ میں ڈائریکٹ میسجز ان باکس کو کہا جاتا ہے۔ میٹا کی جانب سے ایسے نئے ٹولز متعارف کرائے جا رہے ہیں جو صارفین کو میسجز ریکوئسٹ فلٹر کرنے میں مدد فراہم کریں گے۔ آسان الفاظ میں جن میسجز ریکوئٹس کو فلٹر کیا جائے گا وہ مین ان باکس میں نظر نہیں آئیں گے۔ یہ نئے ٹولر ویریفائیڈ اکاؤنٹس، برانڈز، کریٹیرز اور دیگر عناصر کو مدنظر رکھ کر میسج ریکوئسٹس کو فلٹر اور sort آؤٹ کریں گے۔ اس سے صارفین کو ان میسجز کو شناخت کرنے میں مدد ملے گی جن کا جواب دینا ضروری ہوگا۔ اس کے ساتھ ساتھ اسٹوری ریپلائیز کے نام سے ایک نیا فولڈر بھی انسٹا گرام کا حصہ بنایا جا رہا ہے جس سے ایک ہی جگہ اسٹوری ریپلائیز تک رسائی ممکن ہو جائے گی۔ کمپنی کے مطابق یہ تبدیلیاں دنیا بھر کے صارفین کی آرا کو مدنظر رکھ کر کی گئی ہیں جن کی جانب سے شکایت کی گئی تھی کہ ڈی ایمز کو منظم رکھنا کافی مشکل ثابت ہوتا ہے۔ انسٹا گرام کے سربراہ ایڈم موسیری نے ایک پوسٹ میں بتایا کہ اگرآپ ریکوئسٹ ان باکس پر جائیں  تو وہاں کئی بار متعدد میسجز موجود ہوتے ہیں، اسی لیے ہم نے انہیں فلٹر کرنے کی سہولت فراہم کی ہے۔ sort اینڈ فلٹرز آپشنز ان باکس کے ٹاپ پر نظر آئیں گے۔,science-technology
195,پرانے اسمارٹ فون کو فروخت کرنے کی بجائے ان 11 کاموں کیلئے استعمال کریں03 نومبر ، 2024,https://urdu.geo.tv/latest/305924-,اگر آپ ہر ایک یا 2 سال بعد نیا اسمارٹ فون خرید لیتے ہیں تو پرانے فون کا کیا کرتے ہیں؟ زیادہ تر افراد تو پرانے فونز کو فروخت کردیتے ہیں یا کسی دراز میں رکھ کر بھول جاتے ہیں۔ مگر پرانے فونز کو متعدد مقاصد کے لیے استعمال کیا جاسکتا ہے۔ اسمارٹ فونز کسی طاقتور کمپیوٹر سے کم نہیں ہوتے جن میں اسٹوریج اسپیس اور کیمرے جیسے فیچرز موجود ہیں، جس کے باعث وہ متعدد الیکٹرونک مصنوعات کا متبادل ثابت ہوسکتے ہیں۔ ایک آسان طریقے سے آپ فون کی بیٹری لائف کو کسی حد تک بہتر بناسکتے ہیں۔ پرانے اسمارٹ فون کو ویب کیم میں تبدیل کرکے مختلف ایپس جیسے زوم یا اسکائپ کے لیے استعمال کیا جاسکتا ہے، جس سے ویڈیو چیٹ کوالٹی بہتر ہوجاتی ہے۔ پرانے فون کا مین کیمرا لیپ ٹاپ کے کیمرے سے بہت زیادہ بہتر کام کرتا ہے۔ آپ اپنے پرانے اسمارٹ فون کو کسی ایپ کی مدد سے الارم کلاک کے طور پر بھی استعمال کر سکتے ہیں۔ ایسی متعدد ایس موجود ہیں جو مختلف گانوں یا دیگر کو الارم کے طور پر استعمال کرتی ہیں۔ اس فون کو آپ بستر کے سرہانے چھوڑ دیں اور کبھی کبھار چارج کرلیں تاکہ وہ کام کرتے رہیں۔ زیادہ تر اسمارٹ فونز کی اسٹوریج تصاویر اور ویڈیوز سے بھرجاتی ہے اور اس مسئلے سے بچنے کے لیے پرانا فون مددگار ثابت ہوسکتا ہے۔ یعنی نئے فون سے تصاویر لیں اور ان کو پرانے فون میں منتقل کردیں۔ آپ پرانے فون کو ایک کیمرے کے طور پر بھی استعمال کرسکتے ہیں اور ایسے مقامات پر لے جاسکتے ہیں جہاں نئے فون کو لے جانا نہیں چاہتے۔ جیسے سمندر یا کسی جھیل پر جارہے ہیں تو یہ ڈر محسوس نہیں ہوگا کہ فون پانی میں نہ گرجائے۔ کسی ریڈنگ (reading) ایپ کو ڈاؤن لوڈ کرکے آپ اپنے پرانے فون کو ای ریڈر کے طور پر استعمال کر سکتے ہیں۔ ایک ایسا ریموٹ جو بہت کچھ کرسکے آپ کو بہت پسند آئے گا۔ تو متعدد ڈیوائسز کو کنٹرول کرنے کے لیے پرانے اسمارٹ فون کو ریموٹ میں تبدیل کیا جاسکتا ہے جس کے لیے کسی ریموٹ کنٹرول ایپ کو انسٹال کرنا ہوگا۔ جی ہاں آپ اپنے پرانے اینڈرائیڈ فون کو گوگل ہوم اسمارٹ اسپیکر میں بھی بدل سکتے ہیں جس کے لیے کسی ایپ کو ڈاؤن لوڈ کرنے کی بھی ضرورت نہیں۔ بس فون کو نئے اینڈرائیڈ آپریٹنگ سسٹم پر اپ ڈیٹ کرنے اور ایک بلیوٹوتھ اسپیکر کی ضرورت ہوگی، دونوں ڈیوائسز کو اکٹھے پلگ ان رکھیں اور بس گوگل کمانڈ کے ذریعے ڈیوائسز کو کنٹرول کریں۔ اپنے پرانے اسمارٹ فون کو گاڑی میں چھپا کر (اس کی چارجنگ کو یقینی بنانا ہوگا) کر آپ اسے کسی ایمرجنسی کی صورت میں استعمال کر سکتے ہیں۔ اس کے ساتھ ساتھ آپ اسے اپنی گاڑی کو ٹریک کرنے کے لیے اس وقت استعمال کرسکتے ہیں جب وہ چوری ہو جائے۔ اس مقصد کے لیے کسی سکیورٹی کیمرا ایپ جیسے Alfred کو ڈاؤن لوڈ کرنا ہوگا، جس کے بعد فون کو اس جگہ رکھیں جس پر نظر رکھنا چاہتے ہیں۔ اگر لیپ ٹاپ یا کمپیوٹر کا وائرلیس ماؤس کسی وجہ سے خراب ہوجائے تو پرانے اسمارٹ فون کو اس کے بیک اپ کے طور پر استعمال کرسکتے ہیں۔ اس کے لیے کسی ایپ جیسے ریموٹ ماؤس کو ڈاؤن لوڈ کرنا ہوگا اور پھر فون اور کمپیوٹر کو ایک ہی وائی فائی نیٹ ورک پر کنکٹ کرنا ہوگا اور بس۔ پرانے فون کو میڈیا پلیئر کے طور پر بھی استعمال کرسکتے ہیں، بس پرانا ڈیٹا ڈیلیٹ کرکے میوزک اور میوزک ایپس کو برقرار رکھیں، جس کے بعد اس میں متعدد گانے محفوظ کیے جاسکتے ہیں۔,science-technology
196,گوگل میپس میں نئے اے آئی فیچرز کا اضافہ03 نومبر ، 2024,https://urdu.geo.tv/latest/385489-,گوگل نے اپنی مقبول ترین سروس میپس میں جیمنائی آرٹی فیشل انٹیلی جنس (اے آئی) ماڈل پر مبنی فیچرز کا اضافہ کیا ہے۔ کمپنی کی جانب سے اعلان کیا گیا کہ نئی اپ ڈیٹس سے صارفین اے آئی ٹیکنالوجی کی مدد سے گھومنے کے لیے نئے مقامات کو تلاش کر سکیں گے جبکہ مختلف جگہوں کے بارے میں سوالات کے جواب حاصل کرسکیں گے۔ گوگل میپس میں نیوی گیشن فیچرز کو بھی بہتر بنایا جا رہا ہے تاکہ ڈرائیورز کو اپنی منزل تک پہنچنے میں مدد مل سکے۔ یہ نئے فیچرز پہلے امریکا میں صارفین کو دستیاب ہوں گے۔ نیوی گیشن کے لیے گوگل میپس میں ایڈ اسٹاپس نامی فیچر کا اضافہ کیا گیا ہے جو کسی شہر کے اہم مقامات، تفریحی مراکز اور کھانے پینے کے مراکز کو بہترین روٹس کے ساتھ تجویز کرے گا۔ گوگل کی جانب سے ویدر الرٹ سسٹم بھی متعارف کرایا جا رہا ہے جس میں ڈرائیورز یہ رپورٹ کرسکیں گے کہ موسم کے باعث انہیں کن جگہوں پر مشکلات کا سامنا ہے تاکہ دیگر افراد کو مدد مل سکے۔ اگر آپ کسی دوست کے ساتھ گھومنے کی منصوبہ بندی کر رہے ہیں تو اس کے لیے میپس سرچ بار میں سوالات پوچھ سکتے ہیں، اے آئی ماڈل جگہ اور وقت کو مدنظر رکھ کر بتائے گا کہ آپ کیا کچھ کر سکتے ہیں۔ جیمنائی کی جانب سے ان مقامات کے بارے میں سوالات کے جوابات بھی دیے جائیں گے۔ گوگل کے مطابق یہ فیچرز آئندہ چند ہفتوں میں امریکا میں صارفین کو دستیاب ہوں گے اور بتدریج انہیں دیگر ممالک میں متعارف کرایا جائے گا۔,science-technology
